label,n,m00,m01,m10,m11,smith1,smith2,radius,batch,counter_first,counter_last_exclusive,samples,common_field_digest,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n85_second,85,7,-6,6,7,1,85,2,53,26725353000,26725354000,1000,17298728988940290600,65,51,-5,-9,-14,4
n170_first,170,13,-1,1,13,1,170,2,53,26725353000,26725354000,1000,5824189521874842363,32,36,-6,-10,-16,4
n170_second,170,11,-7,7,11,1,170,2,53,26725353000,26725354000,1000,5824189521874842363,39,27,-5,-5,-10,0
n340_first,340,18,-4,4,18,2,170,2,53,26725353000,26725354000,1000,17421063635130084813,24,20,-2,-2,-4,0
n340_second,340,14,-12,12,14,2,170,2,53,26725353000,26725354000,1000,17421063635130084813,18,19,-1,-7,-8,6
n680_first,680,26,-2,2,26,2,340,2,53,26725353000,26725354000,1000,777318062136815448,13,23,0,0,0,0
n680_second,680,22,-14,14,22,2,340,2,53,26725353000,26725354000,1000,777318062136815448,10,11,1,0,1,1
n65_first,65,8,-1,1,8,1,65,2,54,26725354000,26725355000,1000,2256207184668638367,64,64,-8,-12,-20,4
n65_second,65,7,-4,4,7,1,65,2,54,26725354000,26725355000,1000,2256207184668638367,68,41,-9,-3,-12,-6
n130_first,130,11,-3,3,11,1,130,2,54,26725354000,26725355000,1000,3712833019938476423,50,42,-12,0,-12,-12
n130_second,130,9,-7,7,9,1,130,2,54,26725354000,26725355000,1000,3712833019938476423,38,37,1,-7,-6,8
n260_first,260,16,-2,2,16,2,130,2,54,26725354000,26725355000,1000,17413763829806497397,33,37,-5,-5,-10,0
n260_second,260,14,-8,8,14,2,130,2,54,26725354000,26725355000,1000,17413763829806497397,27,25,-8,-3,-11,-5
n520_first,520,22,-6,6,22,2,260,2,54,26725354000,26725355000,1000,5019141396851241403,15,14,-1,-1,-2,0
n520_second,520,18,-14,14,18,2,260,2,54,26725354000,26725355000,1000,5019141396851241403,19,16,1,-7,-6,8
n85_first,85,9,-2,2,9,1,85,2,54,26725354000,26725355000,1000,11518760551891654013,54,42,-5,-9,-14,4
n85_second,85,7,-6,6,7,1,85,2,54,26725354000,26725355000,1000,11518760551891654013,52,45,-4,-3,-7,-1
n170_first,170,13,-1,1,13,1,170,2,54,26725354000,26725355000,1000,16508340939723839598,38,45,-5,-7,-12,2
n170_second,170,11,-7,7,11,1,170,2,54,26725354000,26725355000,1000,16508340939723839598,34,34,-12,-9,-21,-3
n340_first,340,18,-4,4,18,2,170,2,54,26725354000,26725355000,1000,9726649226985633340,15,21,1,-2,-1,3
n340_second,340,14,-12,12,14,2,170,2,54,26725354000,26725355000,1000,9726649226985633340,17,28,-2,-5,-7,3
n680_first,680,26,-2,2,26,2,340,2,54,26725354000,26725355000,1000,15253792088192398351,7,14,-2,-4,-6,2
n680_second,680,22,-14,14,22,2,340,2,54,26725354000,26725355000,1000,15253792088192398351,20,19,-5,-2,-7,-3
n65_first,65,8,-1,1,8,1,65,2,55,26725355000,26725356000,1000,3501389677567839351,54,52,-4,-5,-9,1
n65_second,65,7,-4,4,7,1,65,2,55,26725355000,26725356000,1000,3501389677567839351,57,63,-5,-8,-13,3
n130_first,130,11,-3,3,11,1,130,2,55,26725355000,26725356000,1000,7857158350354280906,39,39,-5,2,-3,-7
n130_second,130,9,-7,7,9,1,130,2,55,26725355000,26725356000,1000,7857158350354280906,43,37,-8,-7,-15,-1
n260_first,260,16,-2,2,16,2,130,2,55,26725355000,26725356000,1000,17658035017451601892,17,29,-2,-1,-3,-1
n260_second,260,14,-8,8,14,2,130,2,55,26725355000,26725356000,1000,17658035017451601892,30,24,-9,-2,-11,-7
n520_first,520,22,-6,6,22,2,260,2,55,26725355000,26725356000,1000,6922035465685123328,18,14,-3,-2,-5,-1
n520_second,520,18,-14,14,18,2,260,2,55,26725355000,26725356000,1000,6922035465685123328,20,18,3,0,3,3
n85_first,85,9,-2,2,9,1,85,2,55,26725355000,26725356000,1000,16432898058643182098,43,53,-12,-7,-19,-5
n85_second,85,7,-6,6,7,1,85,2,55,26725355000,26725356000,1000,16432898058643182098,69,52,-8,-1,-9,-7
n170_first,170,13,-1,1,13,1,170,2,55,26725355000,26725356000,1000,4490155589500155782,40,38,-6,-7,-13,1
n170_second,170,11,-7,7,11,1,170,2,55,26725355000,26725356000,1000,4490155589500155782,38,36,-4,-2,-6,-2
n340_first,340,18,-4,4,18,2,170,2,55,26725355000,26725356000,1000,7107333900941757087,19,12,-5,-2,-7,-3
n340_second,340,14,-12,12,14,2,170,2,55,26725355000,26725356000,1000,7107333900941757087,23,20,1,-2,-1,3
n680_first,680,26,-2,2,26,2,340,2,55,26725355000,26725356000,1000,17882915834299635850,13,20,-3,-4,-7,1
n680_second,680,22,-14,14,22,2,340,2,55,26725355000,26725356000,1000,17882915834299635850,10,10,-5,0,-5,-5
n65_first,65,8,-1,1,8,1,65,2,56,26725356000,26725357000,1000,3606638258761696839,63,72,-6,-17,-23,11
n65_second,65,7,-4,4,7,1,65,2,56,26725356000,26725357000,1000,3606638258761696839,62,62,-9,-3,-12,-6
n130_first,130,11,-3,3,11,1,130,2,56,26725356000,26725357000,1000,1712644298210615358,57,40,-1,-2,-3,1
n130_second,130,9,-7,7,9,1,130,2,56,26725356000,26725357000,1000,1712644298210615358,41,37,1,-10,-9,11
n260_first,260,16,-2,2,16,2,130,2,56,26725356000,26725357000,1000,9034238399397455562,31,30,-5,-6,-11,1
n260_second,260,14,-8,8,14,2,130,2,56,26725356000,26725357000,1000,9034238399397455562,22,28,-4,-10,-14,6
n520_first,520,22,-6,6,22,2,260,2,56,26725356000,26725357000,1000,5241011894653879329,19,12,1,-4,-3,5
n520_second,520,18,-14,14,18,2,260,2,56,26725356000,26725357000,1000,5241011894653879329,18,13,-1,-2,-3,1
n85_first,85,9,-2,2,9,1,85,2,56,26725356000,26725357000,1000,13739604351704231986,63,49,-11,-1,-12,-10
n85_second,85,7,-6,6,7,1,85,2,56,26725356000,26725357000,1000,13739604351704231986,49,59,-6,-10,-16,4
n170_first,170,13,-1,1,13,1,170,2,56,26725356000,26725357000,1000,1939600834105764582,33,32,-6,-9,-15,3
n170_second,170,11,-7,7,11,1,170,2,56,26725356000,26725357000,1000,1939600834105764582,34,26,-3,-2,-5,-1
n340_first,340,18,-4,4,18,2,170,2,56,26725356000,26725357000,1000,8456875114285301956,22,22,0,2,2,-2
n340_second,340,14,-12,12,14,2,170,2,56,26725356000,26725357000,1000,8456875114285301956,22,30,-5,-5,-10,0
n680_first,680,26,-2,2,26,2,340,2,56,26725356000,26725357000,1000,17598954886275403399,11,10,-1,-2,-3,1
n680_second,680,22,-14,14,22,2,340,2,56,26725356000,26725357000,1000,17598954886275403399,15,26,-3,-3,-6,0
n65_first,65,8,-1,1,8,1,65,2,57,26725357000,26725358000,1000,3207334403893850314,58,67,-9,-6,-15,-3
n65_second,65,7,-4,4,7,1,65,2,57,26725357000,26725358000,1000,3207334403893850314,71,59,-10,-4,-14,-6
n130_first,130,11,-3,3,11,1,130,2,57,26725357000,26725358000,1000,601689576189143314,45,37,-8,-6,-14,-2
n130_second,130,9,-7,7,9,1,130,2,57,26725357000,26725358000,1000,601689576189143314,37,36,-3,-6,-9,3
n260_first,260,16,-2,2,16,2,130,2,57,26725357000,26725358000,1000,18067062559519742292,21,29,-2,-5,-7,3
n260_second,260,14,-8,8,14,2,130,2,57,26725357000,26725358000,1000,18067062559519742292,31,20,-3,-4,-7,1
n520_first,520,22,-6,6,22,2,260,2,57,26725357000,26725358000,1000,5863424743486011211,20,22,-7,-3,-10,-4
n520_second,520,18,-14,14,18,2,260,2,57,26725357000,26725358000,1000,5863424743486011211,13,28,-4,-5,-9,1
n85_first,85,9,-2,2,9,1,85,2,57,26725357000,26725358000,1000,14506090757662743409,70,49,-6,-8,-14,2
n85_second,85,7,-6,6,7,1,85,2,57,26725357000,26725358000,1000,14506090757662743409,56,60,-2,-8,-10,6
n170_first,170,13,-1,1,13,1,170,2,57,26725357000,26725358000,1000,808144001177821819,32,36,-4,-7,-11,3
n170_second,170,11,-7,7,11,1,170,2,57,26725357000,26725358000,1000,808144001177821819,31,26,-4,-5,-9,1
n340_first,340,18,-4,4,18,2,170,2,57,26725357000,26725358000,1000,868906326826786109,17,32,-6,-6,-12,0
n340_second,340,14,-12,12,14,2,170,2,57,26725357000,26725358000,1000,868906326826786109,19,22,-4,-2,-6,-2
n680_first,680,26,-2,2,26,2,340,2,57,26725357000,26725358000,1000,5486389532091978260,22,15,-4,-1,-5,-3
n680_second,680,22,-14,14,22,2,340,2,57,26725357000,26725358000,1000,5486389532091978260,18,10,-2,0,-2,-2
n65_first,65,8,-1,1,8,1,65,2,58,26725358000,26725359000,1000,14261607408617301176,57,75,-7,-8,-15,1
n65_second,65,7,-4,4,7,1,65,2,58,26725358000,26725359000,1000,14261607408617301176,55,65,-5,-5,-10,0
n130_first,130,11,-3,3,11,1,130,2,58,26725358000,26725359000,1000,5338470195031503918,31,41,-3,0,-3,-3
n130_second,130,9,-7,7,9,1,130,2,58,26725358000,26725359000,1000,5338470195031503918,42,50,-7,-5,-12,-2
n260_first,260,16,-2,2,16,2,130,2,58,26725358000,26725359000,1000,1536156044622739210,30,31,-9,-6,-15,-3
n260_second,260,14,-8,8,14,2,130,2,58,26725358000,26725359000,1000,1536156044622739210,39,22,-12,-3,-15,-9
n520_first,520,22,-6,6,22,2,260,2,58,26725358000,26725359000,1000,10699097124194538931,25,20,-4,-5,-9,1
n520_second,520,18,-14,14,18,2,260,2,58,26725358000,26725359000,1000,10699097124194538931,17,20,-2,1,-1,-3
n85_first,85,9,-2,2,9,1,85,2,58,26725358000,26725359000,1000,11072499837060668365,43,57,-6,-15,-21,9
n85_second,85,7,-6,6,7,1,85,2,58,26725358000,26725359000,1000,11072499837060668365,45,42,-4,-6,-10,2
n170_first,170,13,-1,1,13,1,170,2,58,26725358000,26725359000,1000,84960632463300460,28,35,-2,-3,-5,1
n170_second,170,11,-7,7,11,1,170,2,58,26725358000,26725359000,1000,84960632463300460,29,34,-1,-1,-2,0
n340_first,340,18,-4,4,18,2,170,2,58,26725358000,26725359000,1000,15217265288239217720,21,21,0,-4,-4,4
n340_second,340,14,-12,12,14,2,170,2,58,26725358000,26725359000,1000,15217265288239217720,25,19,-4,-4,-8,0
n680_first,680,26,-2,2,26,2,340,2,58,26725358000,26725359000,1000,9960663244709485325,17,8,-2,-3,-5,1
n680_second,680,22,-14,14,22,2,340,2,58,26725358000,26725359000,1000,9960663244709485325,14,13,1,-3,-2,4
n65_first,65,8,-1,1,8,1,65,2,59,26725359000,26725360000,1000,10673096230069044939,55,60,-10,-8,-18,-2
n65_second,65,7,-4,4,7,1,65,2,59,26725359000,26725360000,1000,10673096230069044939,62,63,-4,-4,-8,0
n130_first,130,11,-3,3,11,1,130,2,59,26725359000,26725360000,1000,4366114344076880167,40,45,-4,-6,-10,2
n130_second,130,9,-7,7,9,1,130,2,59,26725359000,26725360000,1000,4366114344076880167,33,46,-7,0,-7,-7
n260_first,260,16,-2,2,16,2,130,2,59,26725359000,26725360000,1000,1621706540198315917,27,24,-3,0,-3,-3
n260_second,260,14,-8,8,14,2,130,2,59,26725359000,26725360000,1000,1621706540198315917,35,39,-6,-1,-7,-5
n520_first,520,22,-6,6,22,2,260,2,59,26725359000,26725360000,1000,1977322129957092035,20,22,-6,-4,-10,-2
n520_second,520,18,-14,14,18,2,260,2,59,26725359000,26725360000,1000,1977322129957092035,16,18,2,-3,-1,5
n85_first,85,9,-2,2,9,1,85,2,59,26725359000,26725360000,1000,10501163498386701252,46,55,-4,1,-3,-5
n85_second,85,7,-6,6,7,1,85,2,59,26725359000,26725360000,1000,10501163498386701252,52,56,-1,-3,-4,2
n170_first,170,13,-1,1,13,1,170,2,59,26725359000,26725360000,1000,16301394050229330593,27,52,-6,-7,-13,1
n170_second,170,11,-7,7,11,1,170,2,59,26725359000,26725360000,1000,16301394050229330593,35,36,2,-5,-3,7
n340_first,340,18,-4,4,18,2,170,2,59,26725359000,26725360000,1000,3994841439312218569,24,28,3,-1,2,4
n340_second,340,14,-12,12,14,2,170,2,59,26725359000,26725360000,1000,3994841439312218569,27,18,-2,-2,-4,0
n680_first,680,26,-2,2,26,2,340,2,59,26725359000,26725360000,1000,6600005708656799432,19,16,-1,-2,-3,1
n680_second,680,22,-14,14,22,2,340,2,59,26725359000,26725360000,1000,6600005708656799432,26,15,-5,-2,-7,-3
n65_first,65,8,-1,1,8,1,65,2,60,26725360000,26725361000,1000,15719130797335631829,58,88,-6,-5,-11,-1
n65_second,65,7,-4,4,7,1,65,2,60,26725360000,26725361000,1000,15719130797335631829,57,70,-8,-15,-23,7
n130_first,130,11,-3,3,11,1,130,2,60,26725360000,26725361000,1000,14997460344518718490,36,38,-8,-4,-12,-4
n130_second,130,9,-7,7,9,1,130,2,60,26725360000,26725361000,1000,14997460344518718490,43,43,-6,-4,-10,-2
n260_first,260,16,-2,2,16,2,130,2,60,26725360000,26725361000,1000,9310777630921740266,25,24,-3,-1,-4,-2
n260_second,260,14,-8,8,14,2,130,2,60,26725360000,26725361000,1000,9310777630921740266,31,36,0,-4,-4,4
n520_first,520,22,-6,6,22,2,260,2,60,26725360000,26725361000,1000,12124731146961911128,22,17,1,-2,-1,3
n520_second,520,18,-14,14,18,2,260,2,60,26725360000,26725361000,1000,12124731146961911128,16,12,-3,-2,-5,-1
n85_first,85,9,-2,2,9,1,85,2,60,26725360000,26725361000,1000,13654119355043657747,62,51,-8,-2,-10,-6
n85_second,85,7,-6,6,7,1,85,2,60,26725360000,26725361000,1000,13654119355043657747,51,47,-2,-3,-5,1
n170_first,170,13,-1,1,13,1,170,2,60,26725360000,26725361000,1000,7136359005840263748,32,34,-4,0,-4,-4
n170_second,170,11,-7,7,11,1,170,2,60,26725360000,26725361000,1000,7136359005840263748,32,38,-2,-3,-5,1
n340_first,340,18,-4,4,18,2,170,2,60,26725360000,26725361000,1000,17135829376759252661,29,21,-5,-3,-8,-2
n340_second,340,14,-12,12,14,2,170,2,60,26725360000,26725361000,1000,17135829376759252661,30,25,1,-3,-2,4
n680_first,680,26,-2,2,26,2,340,2,60,26725360000,26725361000,1000,16460390525991127618,22,18,-2,-3,-5,1
n680_second,680,22,-14,14,22,2,340,2,60,26725360000,26725361000,1000,16460390525991127618,11,13,0,-2,-2,2
n65_first,65,8,-1,1,8,1,65,2,61,26725361000,26725362000,1000,8016584765773739703,56,68,-3,-16,-19,13
n65_second,65,7,-4,4,7,1,65,2,61,26725361000,26725362000,1000,8016584765773739703,62,73,-8,-10,-18,2
n130_first,130,11,-3,3,11,1,130,2,61,26725361000,26725362000,1000,1042935098136103006,42,41,-1,-1,-2,0
n130_second,130,9,-7,7,9,1,130,2,61,26725361000,26725362000,1000,1042935098136103006,48,42,-6,-4,-10,-2
n260_first,260,16,-2,2,16,2,130,2,61,26725361000,26725362000,1000,10502932364555469515,30,28,-9,-3,-12,-6
n260_second,260,14,-8,8,14,2,130,2,61,26725361000,26725362000,1000,10502932364555469515,26,28,-6,-5,-11,-1
n520_first,520,22,-6,6,22,2,260,2,61,26725361000,26725362000,1000,16717458846518788196,12,17,-4,-5,-9,1
n520_second,520,18,-14,14,18,2,260,2,61,26725361000,26725362000,1000,16717458846518788196,13,20,-1,-4,-5,3
n85_first,85,9,-2,2,9,1,85,2,61,26725361000,26725362000,1000,1873568057062539393,60,64,-9,-2,-11,-7
n85_second,85,7,-6,6,7,1,85,2,61,26725361000,26725362000,1000,1873568057062539393,46,40,-2,-5,-7,3
n170_first,170,13,-1,1,13,1,170,2,61,26725361000,26725362000,1000,16357844784474401788,26,33,1,-6,-5,7
n170_second,170,11,-7,7,11,1,170,2,61,26725361000,26725362000,1000,16357844784474401788,31,41,-5,-6,-11,1
n340_first,340,18,-4,4,18,2,170,2,61,26725361000,26725362000,1000,8505871114659631656,17,26,-1,-3,-4,2
n340_second,340,14,-12,12,14,2,170,2,61,26725361000,26725362000,1000,8505871114659631656,33,21,-2,-6,-8,4
n680_first,680,26,-2,2,26,2,340,2,61,26725361000,26725362000,1000,15937395843498228141,13,19,1,0,1,1
n680_second,680,22,-14,14,22,2,340,2,61,26725361000,26725362000,1000,15937395843498228141,15,15,-4,-1,-5,-3
n65_first,65,8,-1,1,8,1,65,2,62,26725362000,26725363000,1000,2947273954919478700,74,56,-11,-12,-23,1
n65_second,65,7,-4,4,7,1,65,2,62,26725362000,26725363000,1000,2947273954919478700,65,76,-12,-15,-27,3
n130_first,130,11,-3,3,11,1,130,2,62,26725362000,26725363000,1000,8114792415063036699,55,51,-12,-11,-23,-1
n130_second,130,9,-7,7,9,1,130,2,62,26725362000,26725363000,1000,8114792415063036699,37,43,-4,-6,-10,2
n260_first,260,16,-2,2,16,2,130,2,62,26725362000,26725363000,1000,8506690413167556161,35,36,-4,-2,-6,-2
n260_second,260,14,-8,8,14,2,130,2,62,26725362000,26725363000,1000,8506690413167556161,30,30,-7,-4,-11,-3
n520_first,520,22,-6,6,22,2,260,2,62,26725362000,26725363000,1000,3435723072585389656,16,15,-4,0,-4,-4
n520_second,520,18,-14,14,18,2,260,2,62,26725362000,26725363000,1000,3435723072585389656,26,17,-4,0,-4,-4
n85_first,85,9,-2,2,9,1,85,2,62,26725362000,26725363000,1000,8891222053483118619,45,51,-8,-1,-9,-7
n85_second,85,7,-6,6,7,1,85,2,62,26725362000,26725363000,1000,8891222053483118619,53,53,-9,-12,-21,3
n170_first,170,13,-1,1,13,1,170,2,62,26725362000,26725363000,1000,3637386719130413312,42,45,-6,-6,-12,0
n170_second,170,11,-7,7,11,1,170,2,62,26725362000,26725363000,1000,3637386719130413312,21,26,0,-4,-4,4
n340_first,340,18,-4,4,18,2,170,2,62,26725362000,26725363000,1000,4035407939235043206,24,14,-7,2,-5,-9
n340_second,340,14,-12,12,14,2,170,2,62,26725362000,26725363000,1000,4035407939235043206,18,13,-3,2,-1,-5
n680_first,680,26,-2,2,26,2,340,2,62,26725362000,26725363000,1000,8952990483963468944,12,18,-4,-2,-6,-2
n680_second,680,22,-14,14,22,2,340,2,62,26725362000,26725363000,1000,8952990483963468944,17,14,1,1,2,0
n65_first,65,8,-1,1,8,1,65,2,63,26725363000,26725364000,1000,1529809565050100556,68,64,-13,-5,-18,-8
n65_second,65,7,-4,4,7,1,65,2,63,26725363000,26725364000,1000,1529809565050100556,69,59,-15,1,-14,-16
n130_first,130,11,-3,3,11,1,130,2,63,26725363000,26725364000,1000,13642137905308704043,40,41,-10,-5,-15,-5
n130_second,130,9,-7,7,9,1,130,2,63,26725363000,26725364000,1000,13642137905308704043,38,45,3,-4,-1,7
n260_first,260,16,-2,2,16,2,130,2,63,26725363000,26725364000,1000,7335820718939729237,19,28,-7,-1,-8,-6
n260_second,260,14,-8,8,14,2,130,2,63,26725363000,26725364000,1000,7335820718939729237,29,28,-1,-2,-3,1
n520_first,520,22,-6,6,22,2,260,2,63,26725363000,26725364000,1000,6601329877235897791,18,8,-1,-2,-3,1
n520_second,520,18,-14,14,18,2,260,2,63,26725363000,26725364000,1000,6601329877235897791,23,14,-9,0,-9,-9
n85_first,85,9,-2,2,9,1,85,2,63,26725363000,26725364000,1000,17272630868374201088,51,45,-11,-3,-14,-8
n85_second,85,7,-6,6,7,1,85,2,63,26725363000,26725364000,1000,17272630868374201088,48,45,-1,-7,-8,6
n170_first,170,13,-1,1,13,1,170,2,63,26725363000,26725364000,1000,18084938088904755789,44,41,-6,-12,-18,6
n170_second,170,11,-7,7,11,1,170,2,63,26725363000,26725364000,1000,18084938088904755789,42,42,-6,-5,-11,-1
n340_first,340,18,-4,4,18,2,170,2,63,26725363000,26725364000,1000,1983180598380194723,26,24,-4,-3,-7,-1
n340_second,340,14,-12,12,14,2,170,2,63,26725363000,26725364000,1000,1983180598380194723,19,14,1,-3,-2,4
n680_first,680,26,-2,2,26,2,340,2,63,26725363000,26725364000,1000,9216873098233053659,11,11,0,-2,-2,2
n680_second,680,22,-14,14,22,2,340,2,63,26725363000,26725364000,1000,9216873098233053659,20,13,-2,-3,-5,1
n65_first,65,8,-1,1,8,1,65,2,64,26725364000,26725365000,1000,11184923071016658414,73,72,-9,-8,-17,-1
n65_second,65,7,-4,4,7,1,65,2,64,26725364000,26725365000,1000,11184923071016658414,62,79,-7,-14,-21,7
n130_first,130,11,-3,3,11,1,130,2,64,26725364000,26725365000,1000,5618212664267534989,43,40,1,-4,-3,5
n130_second,130,9,-7,7,9,1,130,2,64,26725364000,26725365000,1000,5618212664267534989,47,38,-4,-9,-13,5
n260_first,260,16,-2,2,16,2,130,2,64,26725364000,26725365000,1000,2154377228316189101,25,25,-3,-2,-5,-1
n260_second,260,14,-8,8,14,2,130,2,64,26725364000,26725365000,1000,2154377228316189101,25,29,1,-4,-3,5
n520_first,520,22,-6,6,22,2,260,2,64,26725364000,26725365000,1000,7508835491453088626,26,9,0,-1,-1,1
n520_second,520,18,-14,14,18,2,260,2,64,26725364000,26725365000,1000,7508835491453088626,15,23,1,-4,-3,5
n85_first,85,9,-2,2,9,1,85,2,64,26725364000,26725365000,1000,13825585161767647582,68,45,-4,-5,-9,1
n85_second,85,7,-6,6,7,1,85,2,64,26725364000,26725365000,1000,13825585161767647582,61,34,-6,1,-5,-7
n170_first,170,13,-1,1,13,1,170,2,64,26725364000,26725365000,1000,10696203000477157260,43,39,-10,-9,-19,-1
n170_second,170,11,-7,7,11,1,170,2,64,26725364000,26725365000,1000,10696203000477157260,35,41,-7,-8,-15,1
n340_first,340,18,-4,4,18,2,170,2,64,26725364000,26725365000,1000,11831657218618724191,24,34,-3,-6,-9,3
n340_second,340,14,-12,12,14,2,170,2,64,26725364000,26725365000,1000,11831657218618724191,19,10,1,1,2,0
n680_first,680,26,-2,2,26,2,340,2,64,26725364000,26725365000,1000,17773399903776101007,16,11,-2,-1,-3,-1
n680_second,680,22,-14,14,22,2,340,2,64,26725364000,26725365000,1000,17773399903776101007,15,19,-3,-1,-4,-2
n65_first,65,8,-1,1,8,1,65,2,65,26725365000,26725366000,1000,2851479868285756719,61,61,-11,-1,-12,-10
n65_second,65,7,-4,4,7,1,65,2,65,26725365000,26725366000,1000,2851479868285756719,63,82,-14,-5,-19,-9
n130_first,130,11,-3,3,11,1,130,2,65,26725365000,26725366000,1000,14167087814332687759,45,31,-1,-6,-7,5
n130_second,130,9,-7,7,9,1,130,2,65,26725365000,26725366000,1000,14167087814332687759,51,52,-10,-3,-13,-7
n260_first,260,16,-2,2,16,2,130,2,65,26725365000,26725366000,1000,11337027686782612512,26,34,0,-4,-4,4
n260_second,260,14,-8,8,14,2,130,2,65,26725365000,26725366000,1000,11337027686782612512,31,29,-5,-6,-11,1
n520_first,520,22,-6,6,22,2,260,2,65,26725365000,26725366000,1000,1812419013562446965,18,17,1,-2,-1,3
n520_second,520,18,-14,14,18,2,260,2,65,26725365000,26725366000,1000,1812419013562446965,18,33,-1,-5,-6,4
n85_first,85,9,-2,2,9,1,85,2,65,26725365000,26725366000,1000,7245542270413429843,59,44,-10,-1,-11,-9
n85_second,85,7,-6,6,7,1,85,2,65,26725365000,26725366000,1000,7245542270413429843,53,53,-5,-7,-12,2
n170_first,170,13,-1,1,13,1,170,2,65,26725365000,26725366000,1000,13173906970803375992,45,41,-4,-6,-10,2
n170_second,170,11,-7,7,11,1,170,2,65,26725365000,26725366000,1000,13173906970803375992,32,34,1,-2,-1,3
n340_first,340,18,-4,4,18,2,170,2,65,26725365000,26725366000,1000,6898296133703117687,22,23,-1,-7,-8,6
n340_second,340,14,-12,12,14,2,170,2,65,26725365000,26725366000,1000,6898296133703117687,23,19,-4,-3,-7,-1
n680_first,680,26,-2,2,26,2,340,2,65,26725365000,26725366000,1000,17355621552285148983,18,16,0,-2,-2,2
n680_second,680,22,-14,14,22,2,340,2,65,26725365000,26725366000,1000,17355621552285148983,18,16,-5,-4,-9,-1
n65_first,65,8,-1,1,8,1,65,2,66,26725366000,26725367000,1000,3296873707072856531,60,74,0,-12,-12,12
n65_second,65,7,-4,4,7,1,65,2,66,26725366000,26725367000,1000,3296873707072856531,74,76,-19,-15,-34,-4
n130_first,130,11,-3,3,11,1,130,2,66,26725366000,26725367000,1000,818710373771330230,43,44,-8,1,-7,-9
n130_second,130,9,-7,7,9,1,130,2,66,26725366000,26725367000,1000,818710373771330230,43,43,-6,-5,-11,-1
n260_first,260,16,-2,2,16,2,130,2,66,26725366000,26725367000,1000,5291749102816079117,17,31,-1,-2,-3,1
